platform_id;certificate_id;issue_date;certificate_fee;course_name;online_date;certificate_name;certificate_type;course_id;course_info;student_id;student_dob;;;;;;;;;;;;;;;;;;;;
276;573;18/04/2023;39,58;Information Security Foundations;13/06/2022;Database Foundations Certificate;completion;145;"Prepares students to understand core information security principles; requires no prior security certification.";362459;02/09/2003;;;;;;;;;;;;;;;;;;;;
189;401;24/12/2024;563,53;Project Management Essentials;05/01/2023;Data Professional;professional;64;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";509370;05/02/1930;;;;;;;;;;;;;;;;;;;;
244;277;12/12/2030;487,2;Process Improvement Techniques;26/06/2021;Supply Chain Analytics Certificate;advanced;88;"Prepares students to improve processes using structured methods; requires analytical thinking.";969768;14/11/2007;;;;;;;;;;;;;;;;;;;;
486;715;10/05/2023;255,34;Python for Business Analytics;05/12/2021;Statistics for Business Certificate;specialization;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";431518;22/12/1964;;;;;;;;;;;;;;;;;;;;
380;712;16/05/2024;80,93;HR Analytics;26/02/2021;Excel Professional Certificate;completion;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";532509;24/06/1929;;;;;;;;;;;;;;;;;;;;
415;273;31/10/2025;65,83;ERP Systems Introduction;15/07/2021;Database Foundations Certificate;completion;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";050119;13/10/2006;;;;;;;;;;;;;;;;;;;;
430;535;06/01/2023;271,22;Statistics for Decision Making;30/06/2022;Statistics for Business Certificate;specialization;16;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";173662;06/04/1998;;;;;;;;;;;;;;;;;;;;
430;535;22/07/2027;200,72;Web Development Basics;30/06/2022;Statistics for Business Certificate;specialization;47;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy.";426843;06/08/1942;;;;;;;;;;;;;;;;;;;;
158;39;26/04/2028;95,53;HR Analytics;04/12/2023;AI Productivity Certificate;completion;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";396442;21/10/1943;;;;;;;;;;;;;;;;;;;;
167;657;15/12/2025;620,29;ERP Systems Introduction;21/10/2025;Supply Chain Analytics Certificate;advanced;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";046004;27/12/1950;;;;;;;;;;;;;;;;;;;;
239;431;20/08/2025;136,52;R for Data Analysis;30/04/2025;HR Analytics Certificate;specialization;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";998151;16/03/2005;;;;;;;;;;;;;;;;;;;;
255;471;15/01/2025;265,05;Financial Modeling Essentials;24/01/2022;HR Analytics Certificate;specialization;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";976367;28/02/1996;;;;;;;;;;;;;;;;;;;;
424;445;19/12/2022;99,87;HR Analytics;31/05/2022;Cybersecurity Awareness Certificate;completion;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";928919;12/11/1964;;;;;;;;;;;;;;;;;;;;
306;812;31/10/2028;74,55;Data Analysis Fundamentals;07/01/2026;Excel Professional Certificate;completion;151;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge.";118507;17/08/1990;;;;;;;;;;;;;;;;;;;;
115;619;29/09/2024;48,23;Machine Learning Basics;27/06/2021;AI Productivity Certificate;completion;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";134197;23/02/1979;;;;;;;;;;;;;;;;;;;;
167;718;25/07/2030;595,89;Database Design Principles;21/10/2025;Power BI Analyst Certificate;professional;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";121010;14/06/1945;;;;;;;;;;;;;;;;;;;;
270;705;31/12/2031;84,52;Database Design Principles;20/02/2024;Cybersecurity Awareness Certificate;completion;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";877203;21/11/1931;;;;;;;;;;;;;;;;;;;;
250;971;27/05/2031;294,15;Python for Business Analytics;20/09/2022;HR Analytics Certificate;specialization;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";866449;12/05/2007;;;;;;;;;;;;;;;;;;;;
219;145;14/10/2025;66,09;Business Intelligence Foundations;02/01/2023;Cybersecurity Awareness Certificate;completion;37;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";880943;28/01/2005;;;;;;;;;;;;;;;;;;;;
284;918;10/04/2025;681,63;ERP Systems Introduction;19/11/2023;Power BI Analyst Certificate;professional;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";034485;11/01/1934;;;;;;;;;;;;;;;;;;;;
143;60;09/06/2033;489,77;Operations Management;19/06/2025;Operations Excellence Certificate;advanced;141;"Prepares students to optimize workflows and resources; requires basic business knowledge.";007241;08/11/1975;;;;;;;;;;;;;;;;;;;;
276;169;18/07/2022;420,52;Information Security Foundations;13/06/2022;Financial Modeling Certificate;professional;145;"Prepares students to understand core information security principles; requires no prior security certification.";664759;22/10/1981;;;;;;;;;;;;;;;;;;;;
88;90;19/05/2033;569,96;Cloud Computing Basics;07/07/2025;Industrial IoT Certificate;advanced;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";476209;09/05/1974;;;;;;;;;;;;;;;;;;;;
39;311;01/01/2026;450;Customer Experience Analytics;14/07/2024;HR Analytics Certificate;specialization;22;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";523656;08/06/1969;;;;;;;;;;;;;;;;;;;;
408;979;06/02/2032;93,02;Statistics for Decision Making;28/01/2023;AI Productivity Certificate;completion;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";282374;26/11/1972;;;;;;;;;;;;;;;;;;;;
65;229;02/07/2023;613,49;Business Intelligence Foundations;28/03/2023;Financial Modeling Certificate;professional;;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";107956;06/05/1971;;;;;;;;;;;;;;;;;;;;
435;100;02/04/2022;541,68;Risk Management Essentials;03/05/2021;Operations Excellence Certificate;advanced;;"Prepares students to identify, assess, and report business risks; requires basic business literacy.";807677;14/03/1988;;;;;;;;;;;;;;;;;;;;
174;604;04/04/2027;94,07;SQL for Data Management;27/09/2025;Cloud Fundamentals Certificate;completion;;"Prepares students to query and manage relational databases; requires no prior SQL experience.";403549;02/08/1941;;;;;;;;;;;;;;;;;;;;
187;345;18/07/2024;117,79;Operations Management;08/07/2022;Cybersecurity Awareness Certificate;completion;111;"Prepares students to optimize workflows and resources; requires basic business knowledge.";797877;28/04/2000;;;;;;;;;;;;;;;;;;;;
187;345;18/07/2024;88,55;Supply Chain Analytics;08/07/2022;Cybersecurity Awareness Certificate;completion;168;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";677278;05/01/1959;;;;;;;;;;;;;;;;;;;;
214;677;11/06/2023;888,99;Risk Management Essentials;30/11/2021;Supply Chain Analytics Certificate;advanced;;"Prepares students to identify, assess, and report business risks; requires basic business literacy.";941233;28/04/1975;;;;;;;;;;;;;;;;;;;;
427;59;20/01/2029;90,44;Supply Chain Analytics;13/03/2023;AI Productivity Certificate;completion;78;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";303689;27/06/1926;;;;;;;;;;;;;;;;;;;;
177;311;26/11/2024;313,57;Cybersecurity Awareness;12/02/2024;HR Analytics Certificate;specialization;156;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";916776;13/10/1977;;;;;;;;;;;;;;;;;;;;
36;891;26/03/2034;394,1;SQL for Data Management;15/09/2025;HR Analytics Certificate;specialization;;"Prepares students to query and manage relational databases; requires no prior SQL experience.";228567;19/02/1942;;;;;;;;;;;;;;;;;;;;
259;289;24/09/2025;788,92;Cybersecurity Awareness;07/07/2024;Financial Modeling Certificate;professional;126;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";609721;27/01/2001;;;;;;;;;;;;;;;;;;;;
131;542;30/12/2027;263,78;Information Security Foundations;25/04/2022;Business Analytics Certificate;specialization;;"Prepares students to understand core information security principles; requires no prior security certification.";794080;13/07/1966;;;;;;;;;;;;;;;;;;;;
389;19;05/12/2024;57,53;Database Design Principles;12/05/2022;AI Productivity Certificate;completion;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";930229;18/01/1987;;;;;;;;;;;;;;;;;;;;
50;340;28/11/2027;782,47;Process Improvement Techniques;29/09/2025;Operations Excellence Certificate;advanced;118;"Prepares students to improve processes using structured methods; requires analytical thinking.";038516;06/01/1987;;;;;;;;;;;;;;;;;;;;
302;829;12/06/2022;693,62;Risk Management Essentials;21/10/2021;Financial Modeling Certificate;professional;;"Prepares students to identify, assess, and report business risks; requires basic business literacy.";923391;12/06/1979;;;;;;;;;;;;;;;;;;;;
139;724;25/05/2024;64,38;R for Data Analysis;11/11/2021;Cloud Fundamentals Certificate;completion;146;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";969161;17/12/1993;;;;;;;;;;;;;;;;;;;;
165;32;18/11/2028;55,75;Database Design Principles;27/11/2023;Excel Professional Certificate;completion;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";314215;09/11/1979;;;;;;;;;;;;;;;;;;;;
282;163;19/11/2022;574,81;Database Design Principles;06/11/2022;Project Management Certificate;professional;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";728440;02/06/1943;;;;;;;;;;;;;;;;;;;;
158;892;20/09/2029;106,83;ERP Systems Introduction;04/12/2023;Excel Professional Certificate;completion;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";433634;05/11/1954;;;;;;;;;;;;;;;;;;;;
312;221;25/11/2025;602,84;Data Visualization with Power BI;26/07/2022;Data Professional;professional;199;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";713496;01/02/1954;;;;;;;;;;;;;;;;;;;;
201;860;13/05/2031;817,06;Leadership in Digital Teams;15/10/2022;Operations Excellence Certificate;advanced;54;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";619497;23/05/1964;;;;;;;;;;;;;;;;;;;;
163;131;29/12/2025;318,82;Machine Learning Basics;10/09/2024;HR Analytics Certificate;specialization;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";606632;10/09/1991;;;;;;;;;;;;;;;;;;;;
477;941;26/11/2025;592,16;Machine Learning Basics;26/04/2025;Data Professional;professional;39;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";226272;16/05/1939;;;;;;;;;;;;;;;;;;;;
232;385;04/02/2025;36,85;ERP Systems Introduction;02/07/2023;Cybersecurity Awareness Certificate;completion;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";513602;22/12/1932;;;;;;;;;;;;;;;;;;;;
242;278;03/11/2027;733,8;Supply Chain Analytics;09/03/2022;Power BI Analyst Certificate;professional;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";252094;27/03/1983;;;;;;;;;;;;;;;;;;;;
341;362;03/06/2023;328,68;Database Design Principles;26/02/2021;Business Analytics Certificate;specialization;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";140438;24/01/2006;;;;;;;;;;;;;;;;;;;;
231;21;29/04/2028;578,26;Business Intelligence Foundations;30/12/2023;Data Professional;professional;;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";199756;02/06/1985;;;;;;;;;;;;;;;;;;;;
439;192;15/05/2024;105,15;Database Design Principles;20/01/2023;Excel Professional Certificate;completion;134;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";934295;20/12/1941;;;;;;;;;;;;;;;;;;;;
4;248;18/05/2027;1376,01;Agile and Scrum Fundamentals;23/11/2024;Machine Learning Foundations Certificate;advanced;;"Prepares students to work in agile delivery environments; requires no prior agile certification.";196869;18/04/1942;;;;;;;;;;;;;;;;;;;;
209;593;06/05/2026;95,89;ERP Systems Introduction;03/01/2024;Database Foundations Certificate;completion;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";573927;26/06/1952;;;;;;;;;;;;;;;;;;;;
344;238;02/10/2025;426,99;AI Tools for Productivity;26/06/2022;Power BI Analyst Certificate;professional;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";031944;22/11/1950;;;;;;;;;;;;;;;;;;;;
43;364;22/09/2033;54,49;HR Analytics;20/07/2025;Cloud Fundamentals Certificate;completion;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";068977;03/02/1999;;;;;;;;;;;;;;;;;;;;
44;262;30/09/2031;421,39;HR Analytics;20/12/2024;Business Analytics Certificate;specialization;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";876766;10/06/1965;;;;;;;;;;;;;;;;;;;;
201;454;05/12/2026;298,07;Leadership in Digital Teams;15/10/2022;Agile Practitioner Certificate;professional;54;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";879748;13/11/1921;;;;;;;;;;;;;;;;;;;;
39;741;07/01/2025;545,81;Customer Experience Analytics;14/07/2024;Data Professional;professional;22;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";781786;15/10/1973;;;;;;;;;;;;;;;;;;;;
241;800;08/09/2023;1049,78;Statistics for Decision Making;30/01/2022;Operations Excellence Certificate;advanced;196;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";346039;01/03/1970;;;;;;;;;;;;;;;;;;;;
322;16;08/02/2025;39,29;AI Tools for Productivity;05/04/2022;Web Development Foundations Certificate;completion;140;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";869962;11/06/1997;;;;;;;;;;;;;;;;;;;;
322;7;25/04/2027;309,36;AI Tools for Productivity;05/04/2022;Digital Marketing Analyst;specialization;140;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";022770;09/10/1976;;;;;;;;;;;;;;;;;;;;
38;503;08/10/2024;803,05;Agile and Scrum Fundamentals;18/03/2024;Project Management Certificate;professional;;"Prepares students to work in agile delivery environments; requires no prior agile certification.";982178;01/12/1999;;;;;;;;;;;;;;;;;;;;
274;122;06/09/2032;169,45;Operations Management;01/08/2023;Business Analytics Certificate;specialization;;"Prepares students to optimize workflows and resources; requires basic business knowledge.";251758;16/10/1949;;;;;;;;;;;;;;;;;;;;
293;546;16/02/2032;450;Data Analysis Fundamentals;14/09/2024;Business Intelligence Specialist;specialization;61;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge.";278115;28/12/1947;;;;;;;;;;;;;;;;;;;;
151;618;04/11/2026;403,8;Business Intelligence Foundations;30/09/2023;Power BI Analyst Certificate;professional;;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";034441;15/05/1979;;;;;;;;;;;;;;;;;;;;
37;674;21/09/2024;703,12;SQL for Data Management;20/07/2024;Agile Practitioner Certificate;professional;;"Prepares students to query and manage relational databases; requires no prior SQL experience.";106386;19/08/2002;;;;;;;;;;;;;;;;;;;;
130;335;21/02/2028;276,78;Cloud Computing Basics;06/10/2025;Statistics for Business Certificate;specialization;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";663572;02/09/1978;;;;;;;;;;;;;;;;;;;;
211;585;06/08/2027;74,29;Database Design Principles;15/11/2025;Cybersecurity Awareness Certificate;completion;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";747156;20/09/1990;;;;;;;;;;;;;;;;;;;;
195;93;07/02/2033;46,26;Business Communication Skills;15/09/2025;Database Foundations Certificate;completion;117;"Prepares students to communicate clearly in professional environments; requires no technical background.";421528;20/07/1970;;;;;;;;;;;;;;;;;;;;
182;115;15/03/2025;443,04;Business Intelligence Foundations;02/06/2021;Statistics for Business Certificate;specialization;;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";381954;02/02/2007;;;;;;;;;;;;;;;;;;;;
213;101;12/11/2029;644,47;Digital Marketing Analytics;31/05/2024;Data Professional;professional;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";332538;05/09/1956;;;;;;;;;;;;;;;;;;;;
32;784;18/01/2026;120;Cloud Computing Basics;14/05/2022;Cloud Fundamentals Certificate;completion;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";124348;11/09/1927;;;;;;;;;;;;;;;;;;;;
392;798;12/11/2025;370,29;Business Intelligence Foundations;21/03/2023;Power BI Analyst Certificate;professional;;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";021015;19/04/1958;;;;;;;;;;;;;;;;;;;;
101;821;23/05/2033;539,66;Cloud Computing Basics;14/04/2025;Data Professional;professional;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";831362;07/02/2000;;;;;;;;;;;;;;;;;;;;
108;541;27/06/2022;618,75;Supply Chain Analytics;30/04/2022;Data Professional;professional;198;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";554177;27/07/1970;;;;;;;;;;;;;;;;;;;;
261;125;27/04/2035;74,05;SQL for Data Management;28/08/2025;Cybersecurity Awareness Certificate;completion;;"Prepares students to query and manage relational databases; requires no prior SQL experience.";560744;03/12/1949;;;;;;;;;;;;;;;;;;;;
173;61;04/02/2026;726,14;SQL for Data Management;23/04/2024;Data Professional;professional;;"Prepares students to query and manage relational databases; requires no prior SQL experience.";814045;08/04/1947;;;;;;;;;;;;;;;;;;;;
127;706;14/05/2025;266,3;Agile and Scrum Fundamentals;15/02/2024;Business Intelligence Specialist;specialization;105;"Prepares students to work in agile delivery environments; requires no prior agile certification.";309986;18/03/1923;;;;;;;;;;;;;;;;;;;;
350;893;13/08/2030;120;Statistics for Decision Making;14/11/2023;Database Foundations Certificate;completion;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";406245;20/02/1956;;;;;;;;;;;;;;;;;;;;
367;777;30/12/2033;912,64;HR Analytics;07/11/2024;Supply Chain Analytics Certificate;advanced;162;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";651131;26/07/1922;;;;;;;;;;;;;;;;;;;;
367;777;15/04/2033;400;Operations Management;07/11/2024;Supply Chain Analytics Certificate;advanced;171;"Prepares students to optimize workflows and resources; requires basic business knowledge.";600523;18/09/2001;;;;;;;;;;;;;;;;;;;;
191;525;11/07/2025;74,67;R for Data Analysis;11/08/2022;Cybersecurity Awareness Certificate;completion;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";143481;22/05/1927;;;;;;;;;;;;;;;;;;;;
73;752;01/05/2033;112,74;Cybersecurity Awareness;18/04/2025;Excel Professional Certificate;completion;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";457913;27/11/1933;;;;;;;;;;;;;;;;;;;;
87;180;08/09/2030;651,47;Financial Modeling Essentials;18/04/2023;Operations Excellence Certificate;advanced;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";161786;28/02/1982;;;;;;;;;;;;;;;;;;;;
202;955;22/08/2023;201,77;Customer Experience Analytics;02/06/2021;Statistics for Business Certificate;specialization;112;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";027061;07/02/1921;;;;;;;;;;;;;;;;;;;;
202;955;22/08/2023;212,37;Data Analysis Fundamentals;02/06/2021;Statistics for Business Certificate;specialization;121;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge.";300739;18/02/1960;;;;;;;;;;;;;;;;;;;;
97;949;19/12/2029;394,49;Digital Marketing Analytics;13/01/2024;Financial Modeling Certificate;professional;8;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";321426;12/01/1945;;;;;;;;;;;;;;;;;;;;
115;86;22/08/2025;240,98;Cloud Computing Basics;27/06/2021;Business Intelligence Specialist;specialization;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";409591;01/05/1950;;;;;;;;;;;;;;;;;;;;
304;487;14/04/2030;391,8;Industrial IoT Fundamentals;18/07/2023;Digital Marketing Analyst;specialization;131;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity.";765319;12/03/1960;;;;;;;;;;;;;;;;;;;;
478;875;03/10/2034;450;SQL for Data Management;19/11/2025;Statistics for Business Certificate;specialization;;"Prepares students to query and manage relational databases; requires no prior SQL experience.";712011;14/08/2007;;;;;;;;;;;;;;;;;;;;
336;664;30/04/2025;31,03;Agile and Scrum Fundamentals;18/10/2021;Cloud Fundamentals Certificate;completion;45;"Prepares students to work in agile delivery environments; requires no prior agile certification.";827281;19/08/1956;;;;;;;;;;;;;;;;;;;;
423;741;27/09/2023;503,66;Database Design Principles;26/07/2023;Data Professional;professional;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";797944;06/12/1988;;;;;;;;;;;;;;;;;;;;
97;445;04/11/2026;80,6;Digital Marketing Analytics;13/01/2024;Cybersecurity Awareness Certificate;completion;8;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";252607;21/01/1993;;;;;;;;;;;;;;;;;;;;
333;566;28/06/2031;305,95;Business Intelligence Foundations;12/01/2024;Business Intelligence Specialist;specialization;;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";639865;24/07/1973;;;;;;;;;;;;;;;;;;;;
292;716;09/12/2031;120;Process Improvement Techniques;05/01/2022;Web Development Foundations Certificate;completion;;"Prepares students to improve processes using structured methods; requires analytical thinking.";375980;14/04/1971;;;;;;;;;;;;;;;;;;;;
263;424;14/10/2028;35,87;Digital Marketing Analytics;27/03/2025;Cloud Fundamentals Certificate;completion;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";164373;08/07/1992;;;;;;;;;;;;;;;;;;;;
406;880;06/04/2025;400;Operations Management;20/10/2023;Operations Excellence Certificate;advanced;;"Prepares students to optimize workflows and resources; requires basic business knowledge.";093348;12/11/1938;;;;;;;;;;;;;;;;;;;;
215;730;17/10/2025;1400;Machine Learning Basics;14/11/2021;Industrial IoT Certificate;advanced;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";161053;05/06/1985;;;;;;;;;;;;;;;;;;;;
471;875;25/03/2025;371;Web Development Basics;02/04/2022;Statistics for Business Certificate;specialization;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy.";985237;03/02/1947;;;;;;;;;;;;;;;;;;;;
199;46;15/01/2033;233,34;Information Security Foundations;03/03/2023;Business Intelligence Specialist;specialization;175;"Prepares students to understand core information security principles; requires no prior security certification.";800418;27/09/1975;;;;;;;;;;;;;;;;;;;;
229;190;13/08/2026;955,71;Data Visualization with Power BI;19/05/2025;Industrial IoT Certificate;advanced;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";370727;09/06/1930;;;;;;;;;;;;;;;;;;;;
87;709;05/02/2024;626,09;Data Governance Fundamentals;18/04/2023;Financial Modeling Certificate;professional;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";914543;17/01/1996;;;;;;;;;;;;;;;;;;;;
284;454;07/04/2027;466,82;Project Management Essentials;19/11/2023;Agile Practitioner Certificate;professional;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";733538;21/03/1997;;;;;;;;;;;;;;;;;;;;
99;853;29/04/2025;76,19;Agile and Scrum Fundamentals;22/01/2025;Database Foundations Certificate;completion;;"Prepares students to work in agile delivery environments; requires no prior agile certification.";371191;07/02/1941;;;;;;;;;;;;;;;;;;;;
108;417;09/05/2031;1019;Supply Chain Analytics;30/04/2022;Supply Chain Analytics Certificate;advanced;198;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";726135;16/05/1927;;;;;;;;;;;;;;;;;;;;
399;262;21/05/2023;450;Excel for Professionals;07/04/2023;Business Analytics Certificate;specialization;103;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";662577;26/06/1976;;;;;;;;;;;;;;;;;;;;
399;262;21/05/2023;399,29;Python for Business Analytics;07/04/2023;Business Analytics Certificate;specialization;152;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";158538;07/12/1997;;;;;;;;;;;;;;;;;;;;
184;58;27/02/2034;900;SQL for Data Management;29/01/2026;Power BI Analyst Certificate;professional;63;"Prepares students to query and manage relational databases; requires no prior SQL experience.";324633;10/06/1933;;;;;;;;;;;;;;;;;;;;
245;995;09/01/2029;178,08;Web Development Basics;28/05/2024;Statistics for Business Certificate;specialization;197;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy.";536622;26/08/1961;;;;;;;;;;;;;;;;;;;;
487;774;11/04/2029;509,21;Business Intelligence Foundations;12/06/2023;Agile Practitioner Certificate;professional;;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";633745;14/06/1957;;;;;;;;;;;;;;;;;;;;
12;851;27/05/2024;310,22;Statistics for Decision Making;18/07/2022;HR Analytics Certificate;specialization;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";835460;19/08/1982;;;;;;;;;;;;;;;;;;;;
463;727;08/03/2034;145,49;Cloud Computing Basics;18/10/2025;Digital Marketing Analyst;specialization;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";966567;20/05/1978;;;;;;;;;;;;;;;;;;;;
16;707;04/10/2025;431,01;Business Intelligence Foundations;20/04/2025;Digital Marketing Analyst;specialization;;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";804471;06/06/1927;;;;;;;;;;;;;;;;;;;;
330;438;19/08/2027;719,92;Web Development Basics;10/10/2024;Power BI Analyst Certificate;professional;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy.";859390;12/11/2000;;;;;;;;;;;;;;;;;;;;
311;58;23/09/2025;505,66;Digital Marketing Analytics;23/05/2025;Power BI Analyst Certificate;professional;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";738664;20/11/1975;;;;;;;;;;;;;;;;;;;;
321;431;26/07/2024;267,29;Statistics for Decision Making;12/08/2022;HR Analytics Certificate;specialization;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";949392;02/11/1922;;;;;;;;;;;;;;;;;;;;
128;872;02/06/2023;112,44;Risk Management Essentials;30/06/2021;Excel Professional Certificate;completion;;"Prepares students to identify, assess, and report business risks; requires basic business literacy.";027801;06/12/1987;;;;;;;;;;;;;;;;;;;;
41;120;02/09/2023;681,29;Financial Modeling Essentials;16/02/2023;Operations Excellence Certificate;advanced;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";726401;03/09/1984;;;;;;;;;;;;;;;;;;;;
355;154;07/10/2029;900;Cloud Computing Basics;04/08/2023;Agile Practitioner Certificate;professional;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";100838;05/05/1956;;;;;;;;;;;;;;;;;;;;
254;941;03/06/2022;526,45;Business Communication Skills;16/01/2022;Data Professional;professional;177;"Prepares students to communicate clearly in professional environments; requires no technical background.";529870;12/01/2003;;;;;;;;;;;;;;;;;;;;
341;525;02/10/2024;94,46;Cloud Computing Basics;26/02/2021;Cybersecurity Awareness Certificate;completion;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";822099;17/09/1962;;;;;;;;;;;;;;;;;;;;
19;476;06/05/2023;74,74;Excel for Professionals;18/06/2022;Web Development Foundations Certificate;completion;163;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";102660;16/05/1962;;;;;;;;;;;;;;;;;;;;
62;823;18/12/2028;900;Information Security Foundations;02/04/2022;Project Management Certificate;professional;;"Prepares students to understand core information security principles; requires no prior security certification.";616823;15/07/1984;;;;;;;;;;;;;;;;;;;;
443;753;02/11/2023;53,14;Database Design Principles;22/01/2023;Database Foundations Certificate;completion;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";911280;12/06/1940;;;;;;;;;;;;;;;;;;;;
325;786;14/08/2033;233,19;Cybersecurity Awareness;19/12/2024;Business Intelligence Specialist;specialization;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";277879;04/06/1936;;;;;;;;;;;;;;;;;;;;
